2 2.68e-07
4 3.04e-07
8 2.92e-07
16 7.43e-07
32 2.709e-06
64 1.0007e-05
128 6.4266e-05
256 0.000178028
512 0.00159423
1024 0.0113916
2048 0.0464933
4096 0.259473
8192 1.07574
16384 8.89758
32768 55.8599
