2 2.25e-07
4 4.41e-07
8 1.074e-06
16 3.748e-06
32 1.4596e-05
64 6.0902e-05
128 0.000265656
256 0.00148532
512 0.00643155
1024 0.0224332
2048 0.0938411
4096 0.397144
8192 1.08038
16384 7.10732
32768 37.7075
