10000 0.105565
20000 0.397342
30000 0.895349
40000 1.58857
50000 2.48776
60000 3.58012
70000 4.85974
80000 6.37109
90000 8.04286
100000 9.93523
110000 11.9962
120000 14.2926
130000 16.77
140000 19.4627
150000 22.3298
160000 25.3996
170000 28.676
180000 32.1527
190000 35.8082
200000 39.6989
210000 43.7639
220000 48.0771
230000 52.5316
240000 57.1506
250000 62.0249
